z_mean z_min z_max L_mean L_min L_max phi_mean phi_min phi_max Ngalaxy
1.229734575811130437e+00 1.159999999999999920e+00 1.300000000000000044e+00 1.343228175209320950e+43 9.085175756516916864e+42 1.778279410038922722e+43 4.582745411060010439e-06 2.648853426375763290e-06 6.516637395744258012e-06 5.000000000000000000e+00
1.229734575811130437e+00 1.159999999999999920e+00 1.300000000000000044e+00 5.075388404421023448e+43 3.480700588428391906e+43 6.812920690579649825e+43 1.949095538697558118e-06 1.051795133591442935e-06 2.846395943803673091e-06 2.000000000000000000e+00
6.121394455899052955e-01 5.100000000000000089e-01 6.999999999999999556e-01 4.062332905599288827e+41 3.162277660168379452e+41 6.189658188912571906e+41 7.402748272643518233e-04 7.119636912954281551e-04 7.685859632332754914e-04 7.500000000000000000e+01
6.121394455899052955e-01 5.100000000000000089e-01 6.999999999999999556e-01 8.001210127976535996e+41 6.189658188912571906e+41 1.211527658628595105e+42 1.803991176406954217e-04 1.711313391741000050e-04 1.896668961072908385e-04 1.700000000000000000e+01
6.121394455899052955e-01 5.100000000000000089e-01 6.999999999999999556e-01 1.727460647248441871e+42 1.211527658628595105e+42 2.371373705661655282e+42 4.660554864127264990e-05 3.939837578364962465e-05 5.381272149889567514e-05 3.000000000000000000e+00
6.121394455899052955e-01 5.100000000000000089e-01 6.999999999999999556e-01 3.352346339430915601e+42 2.371373705661655282e+42 4.641588833612753496e+42 3.448877418038567101e-05 2.756072376051084730e-05 4.141682460026049472e-05 3.000000000000000000e+00
7.406540406107821051e-01 6.500000000000000222e-01 8.399999999999999689e-01 8.636606643361490863e+41 6.189658188912571906e+41 1.211527658628595105e+42 1.909936583061591566e-04 1.762960006136101766e-04 2.056913159987081366e-04 2.600000000000000000e+01
7.406540406107821051e-01 6.500000000000000222e-01 8.399999999999999689e-01 1.727460647248441871e+42 1.211527658628595105e+42 2.371373705661655282e+42 3.614476750919881274e-05 3.055527022975472565e-05 4.173426478864289982e-05 3.000000000000000000e+00
7.406540406107821051e-01 6.500000000000000222e-01 8.399999999999999689e-01 3.274588755069462236e+42 2.371373705661655282e+42 4.641588833612753496e+42 1.449617148737143731e-05 1.159693718989714849e-05 1.739540578484572613e-05 2.000000000000000000e+00
9.444978419495257960e-01 8.399999999999999689e-01 1.100000000000000089e+00 1.573574327511072671e+42 1.211527658628595105e+42 2.371373705661655282e+42 2.043409291793129581e-04 1.949423224985689517e-04 2.137395358600569645e-04 4.800000000000000000e+01
9.444978419495257960e-01 8.399999999999999689e-01 1.100000000000000089e+00 3.506360863617909531e+42 2.371373705661655282e+42 4.641588833612753496e+42 1.971739311137194698e-05 1.629621147775070069e-05 2.313857474499319327e-05 4.000000000000000000e+00
9.444978419495257960e-01 8.399999999999999689e-01 1.100000000000000089e+00 6.056928295506253519e+42 4.641588833612753496e+42 9.085175756516916864e+42 1.099777978197016549e-05 8.644120464765442152e-06 1.335143909917488884e-05 2.000000000000000000e+00
