z_mean z_min z_max L_mean L_min L_max phi_mean phi_min phi_max Ngalaxy
6.510689206572916055e-01 5.999999999999999778e-01 6.999999999999999556e-01 3.343911191698003745e+42 2.371373705661655282e+42 4.641588833612753496e+42 6.795685129101640984e-05 5.338144081569226704e-05 8.253226176634055264e-05 6.000000000000000000e+00
7.446848170125813793e-01 6.999999999999999556e-01 7.800000000000000266e-01 2.266770290563319945e+41 1.615598098439882800e+41 3.162277660168379452e+41 1.635387224722449715e-03 1.480327089540252198e-03 1.790447359904647233e-03 7.050000000000000000e+02
7.446848170125813793e-01 6.999999999999999556e-01 7.800000000000000266e-01 4.251699519543631882e+41 3.162277660168379452e+41 6.189658188912571906e+41 8.721908065994491343e-04 7.739427333992933465e-04 9.704388797996049221e-04 3.730000000000000000e+02
7.446848170125813793e-01 6.999999999999999556e-01 7.800000000000000266e-01 8.547582454003182112e+41 6.189658188912571906e+41 1.211527658628595105e+42 3.609308947463676291e-04 3.188798725678811704e-04 4.029819169248540878e-04 1.580000000000000000e+02
7.446848170125813793e-01 6.999999999999999556e-01 7.800000000000000266e-01 1.629010667574847949e+42 1.211527658628595105e+42 2.371373705661655282e+42 1.545064884042273812e-04 1.390097310321900741e-04 1.700032457762646883e-04 6.700000000000000000e+01
7.446848170125813793e-01 6.999999999999999556e-01 7.800000000000000266e-01 3.165410635229212742e+42 2.371373705661655282e+42 4.641588833612753496e+42 5.131285944634488141e-05 4.256498758695583217e-05 6.006073130573393065e-05 2.300000000000000000e+01
7.446848170125813793e-01 6.999999999999999556e-01 7.800000000000000266e-01 5.247894758382983652e+42 4.641588833612753496e+42 9.085175756516916864e+42 1.725806214349705713e-05 1.341041686810038458e-05 2.110570741889372968e-05 7.000000000000000000e+00
8.299999999999999600e-01 8.049999999999999378e-01 8.549999999999999822e-01 1.064789288259679248e+41 7.117458390571582371e+40 8.960349235278063428e+40 5.714582801646870582e-03 4.820281097131904127e-03 6.608884506161837036e-03 -1.000000000000000000e+00
8.299999999999999600e-01 8.049999999999999378e-01 8.549999999999999822e-01 1.345999330859162835e+41 8.997173747667250598e+40 1.132677066526551514e+41 3.850682996286750384e-03 3.087513550716843285e-03 4.613852441856657050e-03 -1.000000000000000000e+00
8.299999999999999600e-01 8.049999999999999378e-01 8.549999999999999822e-01 1.701476732203475145e+41 1.137332050341825832e+41 1.431816219823268591e+41 4.493292613996596914e-03 3.664866440495245011e-03 5.321718787497949250e-03 -1.000000000000000000e+00
8.299999999999999600e-01 8.049999999999999378e-01 8.549999999999999822e-01 2.101014588221916966e+41 1.404398417089114474e+41 1.768032855556966875e+41 2.483658774248750315e-03 1.839532070944467374e-03 3.127785477553033256e-03 -1.000000000000000000e+00
8.299999999999999600e-01 8.049999999999999378e-01 8.549999999999999822e-01 2.624950873239945138e+41 1.754617446247587816e+41 2.208932491058445457e+41 1.824300156487649715e-03 1.302787047330214313e-03 2.345813265645085334e-03 -1.000000000000000000e+00
9.899999999999999911e-01 9.649999999999999689e-01 1.014999999999999902e+00 3.816898694845514814e+41 2.551360906906933851e+41 3.211973080363309380e+41 9.274323747736411098e-04 5.512081034063264417e-04 1.303656646140955670e-03 -1.000000000000000000e+00
9.899999999999999911e-01 9.649999999999999689e-01 1.014999999999999902e+00 4.768730126039883665e+41 3.187601398904818105e+41 4.012952403751859144e+41 6.441567402321729790e-04 3.382021513073839520e-04 9.501113291569620060e-04 -1.000000000000000000e+00
9.899999999999999911e-01 9.649999999999999689e-01 1.014999999999999902e+00 6.028148131719686552e+41 4.029444508203319341e+41 5.072770086791544280e+41 4.325222959137919139e-04 1.625931635639695178e-04 7.024514282636143371e-04 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 4.877552241901041588e+39 3.874377462084703746e+39 6.140474464682854153e+39 1.736041560929707864e-02 1.437416842137485655e-02 2.034666279721930246e-02 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 7.730399344062455159e+39 6.140474464682854153e+39 9.731996177557218643e+39 1.718690277574808078e-02 1.439243293016948672e-02 1.998137262132667485e-02 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 1.225185729541052136e+40 9.731996177557218643e+39 1.542417449086811121e+40 8.963307690965325106e-03 6.922248833165273521e-03 1.100436654876537496e-02 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 1.941788522250097429e+40 1.542417449086785976e+40 2.444566914990899766e+40 1.047469579372106892e-02 8.091177396021678736e-03 1.285821419142045563e-02 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 3.077527410113325253e+40 2.444566914990899766e+40 3.874377462084767577e+40 1.061167960968080297e-02 8.100309650418994686e-03 1.312304956894261125e-02 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 4.877552241901042314e+40 3.874377462084703746e+40 6.140474464682853186e+40 7.935929071267312784e-03 5.844642814282025207e-03 1.002721532825259949e-02 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 7.730399344062453950e+40 6.140474464682853186e+40 9.731996177557218643e+40 4.036456443613524285e-03 2.547898976851070349e-03 5.525013910375976486e-03 -1.000000000000000000e+00
4.069999999999999729e-01 3.970000000000000195e-01 4.169999999999999818e-01 1.225185729541052039e+41 9.731996177557218643e+40 1.542417449086811025e+41 2.054757239396024209e-03 1.013680238102038830e-03 3.095834240690010022e-03 -1.000000000000000000e+00
